No,expressions,translation,Type,num_duration,freq,adjusted_freq
1712,二百七十一天,271 days,numeric,271,0,0
1713,二百七十二天,272 days,numeric,272,0,0
1714,二百七十三天,273 days,numeric,273,0,0
1715,二百七十四天,274 days,numeric,274,0,0
1716,二百七十五天,275 days,numeric,275,0,0
1717,二百七十六天,276 days,numeric,276,0,0
1718,二百七十七天,277 days,numeric,277,0,0
1719,二百七十八天,278 days,numeric,278,0,0
1720,二百七十九天,279 days,numeric,279,0,0
1721,二百八十天,280 days,numeric,280,6,6
1722,二百八十一天,281 days,numeric,281,0,0
1723,二百八十二天,282 days,numeric,282,2,2
1724,二百八十三天,283 days,numeric,283,0,0
1725,二百八十四天,284 days,numeric,284,0,0
1726,二百八十五天,285 days,numeric,285,0,0
1727,二百八十六天,286 days,numeric,286,0,0
1728,二百八十七天,287 days,numeric,287,0,0
1729,二百八十八天,288 days,numeric,288,0,0
1730,二百八十九天,289 days,numeric,289,0,0
1731,二百九十天,290 days,numeric,290,1,1
1732,二百九十一天,291 days,numeric,291,0,0
1733,二百九十二天,292 days,numeric,292,0,0
1734,二百九十三天,293 days,numeric,293,0,0
1735,二百九十四天,294 days,numeric,294,2,2
1736,二百九十五天,295 days,numeric,295,0,0
1737,二百九十六天,296 days,numeric,296,0,0
1738,二百九十七天,297 days,numeric,297,0,0
1739,二百九十八天,298 days,numeric,298,0,0
1740,二百九十九天,299 days,numeric,299,0,0
1741,三百天,300 days,numeric,300,80,80
1742,三百零一天,301 days,numeric,301,0,0
1743,三百零二天,302 days,numeric,302,0,0
1744,三百零三天,303 days,numeric,303,0,0
1745,三百零四天,304 days,numeric,304,0,0
1746,三百零五天,305 days,numeric,305,1,1
1747,三百零六天,306 days,numeric,306,0,0
1748,三百零七天,307 days,numeric,307,0,0
1749,三百零八天,308 days,numeric,308,0,0
1750,三百零九天,309 days,numeric,309,0,0
1751,三百一十天,310 days,numeric,310,1,1
1752,三百一十一天,311 days,numeric,311,1,1
1753,三百一十二天,312 days,numeric,312,1,1
1754,三百一十三天,313 days,numeric,313,0,0
1755,三百一十四天,314 days,numeric,314,0,0
1756,三百一十五天,315 days,numeric,315,0,0
1757,三百一十六天,316 days,numeric,316,0,0
1758,三百一十七天,317 days,numeric,317,1,1
1759,三百一十八天,318 days,numeric,318,0,0
1760,三百一十九天,319 days,numeric,319,0,0
1761,三百二十天,320 days,numeric,320,10,10
1762,三百二十一天,321 days,numeric,321,0,0
1763,三百二十二天,322 days,numeric,322,0,0
1764,三百二十三天,323 days,numeric,323,0,0
1765,三百二十四天,324 days,numeric,324,0,0
1766,三百二十五天,325 days,numeric,325,0,0
1767,三百二十六天,326 days,numeric,326,0,0
1768,三百二十七天,327 days,numeric,327,0,0
1769,三百二十八天,328 days,numeric,328,0,0
1770,三百二十九天,329 days,numeric,329,0,0
1771,三百三十天,330 days,numeric,330,4,4
1772,三百三十一天,331 days,numeric,331,0,0
1773,三百三十二天,332 days,numeric,332,1,1
1774,三百三十三天,333 days,numeric,333,5,5
1775,三百三十四天,334 days,numeric,334,0,0
1776,三百三十五天,335 days,numeric,335,0,0
1777,三百三十六天,336 days,numeric,336,0,0
1778,三百三十七天,337 days,numeric,337,0,0
1779,三百三十八天,338 days,numeric,338,0,0
1780,三百三十九天,339 days,numeric,339,0,0
1781,三百四十天,340 days,numeric,340,2,2
1782,三百四十一天,341 days,numeric,341,0,0
1783,三百四十二天,342 days,numeric,342,0,0
1784,三百四十三天,343 days,numeric,343,0,0
1785,三百四十四天,344 days,numeric,344,0,0
1786,三百四十五天,345 days,numeric,345,0,0
1787,三百四十六天,346 days,numeric,346,0,0
1788,三百四十七天,347 days,numeric,347,0,0
1789,三百四十八天,348 days,numeric,348,0,0
1790,三百四十九天,349 days,numeric,349,0,0
1791,三百五十天,350 days,numeric,350,5,5
1792,三百五十一天,351 days,numeric,351,0,0
1793,三百五十二天,352 days,numeric,352,0,0
1794,三百五十三天,353 days,numeric,353,0,0
1795,三百五十四天,354 days,numeric,354,0,0
1796,三百五十五天,355 days,numeric,355,5,5
1797,三百五十六天,356 days,numeric,356,0,0
1798,三百五十七天,357 days,numeric,357,0,0
1799,三百五十八天,358 days,numeric,358,1,1
1800,三百五十九天,359 days,numeric,359,1,1
1801,三百六十天,360 days,numeric,360,53,53
1802,三百六十一天,361 days,numeric,361,0,0
1803,三百六十二天,362 days,numeric,362,0,0
1804,三百六十三天,363 days,numeric,363,0,0
1805,三百六十四天,364 days,numeric,364,8,8
1806,三百六十五天,365 days,numeric,365,240,240
1807,一周,1 week,numeric,7,38579,38579
1808,二周,2 weeks,numeric,14,1157,1122.29
1809,三周,3 weeks,numeric,21,3197,1662.44
1810,四周,4 weeks,numeric,28,35758,3933.38
1811,五周,5 weeks,numeric,35,1430,1315.6
1812,六周,6 weeks,numeric,42,1136,1113.28
1813,七周,7 weeks,numeric,49,379,318.36
1814,八周,8 weeks,numeric,56,616,560.56
1815,九周,9 weeks,numeric,63,185,66.6
1816,十周,10 weeks,numeric,70,2957,2483.88
1817,十一周,11 weeks,numeric,77,176,35.2
1818,十二周,12 weeks,numeric,84,110,26.4
1819,十三周,13 weeks,numeric,91,65,12.35
1820,十四周,14 weeks,numeric,98,146,29.2
1821,十五周,15 weeks,numeric,105,440,92.4
1822,十六周,16 weeks,numeric,112,195,31.2
1823,十七周,17 weeks,numeric,119,66,15.18
1824,十八周,18 weeks,numeric,126,283,53.77
1825,十九周,19 weeks,numeric,133,40,6
1826,二十周,20 weeks,numeric,140,920,101.2
1827,二十一周,21 weeks,numeric,147,190,0
1828,二十二周,22 weeks,numeric,154,97,0
1829,二十三周,23 weeks,numeric,161,226,0
1830,二十四周,24 weeks,numeric,168,37,2
1831,二十五周,25 weeks,numeric,175,352,0
1832,二十六周,26 weeks,numeric,182,49,0
1833,二十七周,27 weeks,numeric,189,41,0
1834,二十八周,28 weeks,numeric,196,116,0
1835,二十九周,29 weeks,numeric,203,8,0
1836,三十周,30 weeks,numeric,210,628,18.84
1837,三十一周,31 weeks,numeric,217,33,0
1838,三十二周,32 weeks,numeric,224,12,2
1839,三十三周,33 weeks,numeric,231,50,0
1840,三十四周,34 weeks,numeric,238,6,1
1841,三十五周,35 weeks,numeric,245,432,0
1842,三十六周,36 weeks,numeric,252,8,0
1843,三十七周,37 weeks,numeric,259,10,0
1844,三十八周,38 weeks,numeric,266,5,0
1845,三十九周,39 weeks,numeric,273,8,0
1846,四十周,40 weeks,numeric,280,633,18.99
1847,四十一周,41 weeks,numeric,287,21,0
1848,四十二周,42 weeks,numeric,294,16,0
1849,四十三周,43 weeks,numeric,301,196,0
1850,四十四周,44 weeks,numeric,308,21,1
1851,四十五周,45 weeks,numeric,315,219,0
1852,四十六周,46 weeks,numeric,322,48,0
1853,四十七周,47 weeks,numeric,329,9,0
1854,四十八周,48 weeks,numeric,336,17,0
1855,四十九周,49 weeks,numeric,343,52,0
1856,五十周,50 weeks,numeric,350,1712,17.12
1857,五十一周,51 weeks,numeric,357,30,0
1858,五十二周,52 weeks,numeric,364,23,4
1859,一星期,1 week,numeric,7,6150,6150
1860,二星期,2 weeks,numeric,14,37,32.5
1861,三星期,3 weeks,numeric,21,247,239.59
1862,四星期,4 weeks,numeric,28,31,28.5
1863,五星期,5 weeks,numeric,35,28,20
1864,六星期,6 weeks,numeric,42,55,49.5
1865,七星期,7 weeks,numeric,49,10,4.5
1866,八星期,8 weeks,numeric,56,9,3
1867,九星期,9 weeks,numeric,63,7,3
1868,十星期,10 weeks,numeric,70,2,2
1869,十一星期,11 weeks,numeric,77,4,1
1870,十二星期,12 weeks,numeric,84,3,0
1871,十三星期,13 weeks,numeric,91,2,0
1872,十四星期,14 weeks,numeric,98,1,0
1873,十五星期,15 weeks,numeric,105,2,1
1874,十六星期,16 weeks,numeric,112,1,0.5
1875,十七星期,17 weeks,numeric,119,1,0
1876,十八星期,18 weeks,numeric,126,1,0
1877,十九星期,19 weeks,numeric,133,2,0
1878,二十星期,20 weeks,numeric,140,1,1
1879,二十一星期,21 weeks,numeric,147,0,0
1880,二十二星期,22 weeks,numeric,154,0,0
1881,二十三星期,23 weeks,numeric,161,0,0
1882,二十四星期,24 weeks,numeric,168,0,0
1883,二十五星期,25 weeks,numeric,175,0,0
1884,二十六星期,26 weeks,numeric,182,0,0
1885,二十七星期,27 weeks,numeric,189,0,0
1886,二十八星期,28 weeks,numeric,196,0,0
1887,二十九星期,29 weeks,numeric,203,0,0
1888,三十星期,30 weeks,numeric,210,0,0
1889,三十一星期,31 weeks,numeric,217,0,0
1890,三十二星期,32 weeks,numeric,224,0,0
1891,三十三星期,33 weeks,numeric,231,0,0
1892,三十四星期,34 weeks,numeric,238,0,0
1893,三十五星期,35 weeks,numeric,245,0,0
1894,三十六星期,36 weeks,numeric,252,0,0
1895,三十七星期,37 weeks,numeric,259,0,0
1896,三十八星期,38 weeks,numeric,266,0,0
1897,三十九星期,39 weeks,numeric,273,0,0
1898,四十星期,40 weeks,numeric,280,0,0
1899,四十一星期,41 weeks,numeric,287,0,0
1900,四十二星期,42 weeks,numeric,294,0,0
1901,四十三星期,43 weeks,numeric,301,0,0
1902,四十四星期,44 weeks,numeric,308,0,0
1903,四十五星期,45 weeks,numeric,315,0,0
1904,四十六星期,46 weeks,numeric,322,0,0
1905,四十七星期,47 weeks,numeric,329,0,0
1906,四十八星期,48 weeks,numeric,336,0,0
1907,四十九星期,49 weeks,numeric,343,0,0
1908,五十星期,50 weeks,numeric,350,0,0
1909,五十一星期,51 weeks,numeric,357,0,0
1910,五十二星期,52 weeks,numeric,364,0,0
1911,一个星期,1 week,numeric,7,14640,14640
1912,二个星期,2 weeks,numeric,14,52,52
1913,三个星期,3 weeks,numeric,21,1390,1390
1914,四个星期,4 weeks,numeric,28,229,226.71
1915,五个星期,5 weeks,numeric,35,154,115.5
1916,六个星期,6 weeks,numeric,42,340,340
1917,七个星期,7 weeks,numeric,49,44,44
1918,八个星期,8 weeks,numeric,56,29,29
1919,九个星期,9 weeks,numeric,63,19,18
1920,十个星期,10 weeks,numeric,70,25,25
1921,十一个星期,11 weeks,numeric,77,16,16
1922,十二个星期,12 weeks,numeric,84,4,4
1923,十三个星期,13 weeks,numeric,91,0,0
1924,十四个星期,14 weeks,numeric,98,11,11
1925,十五个星期,15 weeks,numeric,105,1,1
1926,十六个星期,16 weeks,numeric,112,16,16
1927,十七个星期,17 weeks,numeric,119,1,1
1928,十八个星期,18 weeks,numeric,126,0,0
1929,十九个星期,19 weeks,numeric,133,1,1
1930,二十个星期,20 weeks,numeric,140,1,1
1931,二十一个星期,21 weeks,numeric,147,0,0
1932,二十二个星期,22 weeks,numeric,154,0,0
1933,二十三个星期,23 weeks,numeric,161,0,0
1934,二十四个星期,24 weeks,numeric,168,0,0
1935,二十五个星期,25 weeks,numeric,175,0,0
1936,二十六个星期,26 weeks,numeric,182,0,0
1937,二十七个星期,27 weeks,numeric,189,0,0
1938,二十八个星期,28 weeks,numeric,196,0,0
1939,二十九个星期,29 weeks,numeric,203,0,0
1940,三十个星期,30 weeks,numeric,210,2,2
1941,三十一个星期,31 weeks,numeric,217,0,0
1942,三十二个星期,32 weeks,numeric,224,0,0
1943,三十三个星期,33 weeks,numeric,231,0,0
1944,三十四个星期,34 weeks,numeric,238,0,0
1945,三十五个星期,35 weeks,numeric,245,0,0
1946,三十六个星期,36 weeks,numeric,252,0,0
1947,三十七个星期,37 weeks,numeric,259,0,0
1948,三十八个星期,38 weeks,numeric,266,0,0
1949,三十九个星期,39 weeks,numeric,273,0,0
1950,四十个星期,40 weeks,numeric,280,0,0
1951,四十一个星期,41 weeks,numeric,287,0,0
1952,四十二个星期,42 weeks,numeric,294,0,0
1953,四十三个星期,43 weeks,numeric,301,0,0
1954,四十四个星期,44 weeks,numeric,308,0,0
1955,四十五个星期,45 weeks,numeric,315,0,0
1956,四十六个星期,46 weeks,numeric,322,0,0
1957,四十七个星期,47 weeks,numeric,329,0,0
1958,四十八个星期,48 weeks,numeric,336,0,0
1959,四十九个星期,49 weeks,numeric,343,0,0
1960,五十个星期,50 weeks,numeric,350,0,0
1961,五十一个星期,51 weeks,numeric,357,0,0
1962,五十二个星期,52 weeks,numeric,364,6,3
1963,一个月,1 month,numeric,30,51079,51079
1964,二个月,2 months,numeric,60,924,924
1965,三个月,3 months,numeric,90,18065,18065
1966,四个月,4 months,numeric,120,4330,4330
1967,五个月,5 months,numeric,150,2303,2303
1968,六个月,6 months,numeric,180,3977,3977
1969,七个月,7 months,numeric,210,1232,1232
1970,八个月,8 months,numeric,240,1847,1847
1971,九个月,9 months,numeric,270,1249,1249
1972,十个月,10 months,numeric,300,1378,1378
1973,十一个月,11 months,numeric,330,247,247
1974,十二个月,12 months,numeric,360,311,307.89
1975,十三个月,13 months,numeric,390,61,61
1976,十四个月,14 months,numeric,420,84,83.16
1977,十五个月,15 months,numeric,450,86,86
1978,十六个月,16 months,numeric,480,45,45
1979,十七个月,17 months,numeric,510,32,32
1980,十八个月,18 months,numeric,540,210,210
1981,十九个月,19 months,numeric,570,29,29
1982,二十个月,20 months,numeric,600,65,62.4
1983,二十一个月,21 months,numeric,630,15,15
1984,二十二个月,22 months,numeric,660,9,9
1985,二十三个月,23 months,numeric,690,6,6
1986,二十四个月,24 months,numeric,720,25,25
1987,一个季度,1 quarter,numeric,90,478,478
1988,二个季度,2 quarters,numeric,180,1,1
1989,三个季度,3 quarters,numeric,270,480,480
1990,四个季度,4 quarters,numeric,360,59,58.41
1991,一年,1 year,numeric,365,235932,228854.04
1992,二年,2 years,numeric,730,18861,4526.64
1993,三年,3 years,numeric,1095,78257,44606.49
1994,四年,4 years,numeric,1460,29178,17798.58
1995,五年,5 years,numeric,1825,45454,33635.96
1996,六年,6 years,numeric,2190,14253,11687.46
1997,七年,7 years,numeric,2555,12207,8300.76
1998,八年,8 years,numeric,2920,11221,8976.8
1999,九年,9 years,numeric,3285,9042,6691.08
2000,十年,10 years,numeric,3650,61551,56011.41
2001,十一年,11 years,numeric,4015,2841,1988.7
2002,十二年,12 years,numeric,4380,3598,2770.46
2003,十三年,13 years,numeric,4745,2858,2486.46
2004,十四年,14 years,numeric,5110,2330,1351.4
2005,十五年,15 years,numeric,5475,5400,4104
2006,十六年,16 years,numeric,5840,2364,1512.96
2007,十七年,17 years,numeric,6205,2248,2180.56
2008,十八年,18 years,numeric,6570,2986,2209.64
2009,十九年,19 years,numeric,6935,1318,962.14
2010,二十年,20 years,numeric,7300,18253,14602.4
2011,二十一年,21 years,numeric,7665,849,399.03
2012,二十二年,22 years,numeric,8030,994,606.34
2013,二十三年,23 years,numeric,8395,947,369.33
2014,二十四年,24 years,numeric,8760,806,346.58
2015,二十五年,25 years,numeric,9125,1560,1076.4
2016,二十六年,26 years,numeric,9490,837,426.87
2017,二十七年,27 years,numeric,9855,699,342.51
2018,二十八年,28 years,numeric,10220,736,353.28
2019,二十九年,29 years,numeric,10585,401,204.51
2020,三十年,30 years,numeric,10950,11035,9269.4
2021,三十一年,31 years,numeric,11315,350,178.5
2022,三十二年,32 years,numeric,11680,406,190.82
2023,三十三年,33 years,numeric,12045,336,147.84
2024,三十四年,34 years,numeric,12410,297,151.47
2025,三十五年,35 years,numeric,12775,671,462.99
2026,三十六年,36 years,numeric,13140,282,169.2
2027,三十七年,37 years,numeric,13505,222,153.18
2028,三十八年,38 years,numeric,13870,252,156.24
2029,三十九年,39 years,numeric,14235,176,95.04
2030,四十年,40 years,numeric,14600,4475,4475
2031,四十一年,41 years,numeric,14965,167,91.85
2032,四十二年,42 years,numeric,15330,162,105.3
2033,四十三年,43 years,numeric,15695,220,154
2034,四十四年,44 years,numeric,16060,129,86.43
2035,四十五年,45 years,numeric,16425,317,278.96
2036,四十六年,46 years,numeric,16790,147,73.5
2037,四十七年,47 years,numeric,17155,129,77.4
2038,四十八年,48 years,numeric,17520,154,89.32
2039,四十九年,49 years,numeric,17885,138,91.08
2040,五十年,50 years,numeric,18250,7921,7921
2041,五十一年,51 years,numeric,18615,78,46.8
2042,五十二年,52 years,numeric,18980,125,112.5
2043,五十三年,53 years,numeric,19345,72,54
2044,五十四年,54 years,numeric,19710,66,33
2045,五十五年,55 years,numeric,20075,135,120.15
2046,五十六年,56 years,numeric,20440,76,50.16
2047,五十七年,57 years,numeric,20805,70,34.3
2048,五十八年,58 years,numeric,21170,57,32.49
2049,五十九年,59 years,numeric,21535,45,20.5
2050,六十年,60 years,numeric,21900,4996,4846.12
2051,六十一年,61 years,numeric,22265,40,26.5
2052,六十二年,62 years,numeric,22630,44,36.5
2053,六十三年,63 years,numeric,22995,32,27
2054,六十四年,64 years,numeric,23360,26,19.5
2055,六十五年,65 years,numeric,23725,76,67.64
2056,六十六年,66 years,numeric,24090,22,19
2057,六十七年,67 years,numeric,24455,19,17
2058,六十八年,68 years,numeric,24820,16,16
2059,六十九年,69 years,numeric,25185,5,2
2060,七十年,70 years,numeric,25550,4707,4518.72
2061,七十一年,71 years,numeric,25915,14,11.5
2062,七十二年,72 years,numeric,26280,26,22
2063,七十三年,73 years,numeric,26645,24,20
2064,七十四年,74 years,numeric,27010,22,19.5
2065,七十五年,75 years,numeric,27375,53,51.41
2066,七十六年,76 years,numeric,27740,39,38
2067,七十七年,77 years,numeric,28105,17,15.5
2068,七十八年,78 years,numeric,28470,17,14
2069,七十九年,79 years,numeric,28835,11,8
2070,八十年,80 years,numeric,29200,8022,8022
2071,八十一年,81 years,numeric,29565,24,21
2072,八十二年,82 years,numeric,29930,6,5.5
2073,八十三年,83 years,numeric,30295,16,13.5
2074,八十四年,84 years,numeric,30660,16,8.5
2075,八十五年,85 years,numeric,31025,30,28.5
2076,八十六年,86 years,numeric,31390,15,7.5
2077,八十七年,87 years,numeric,31755,19,14
2078,八十八年,88 years,numeric,32120,16,12
2079,八十九年,89 years,numeric,32485,0,0
2080,九十年,90 years,numeric,32850,5780,4046
2081,九十一年,91 years,numeric,33215,11,6
2082,九十二年,92 years,numeric,33580,11,4
2083,九十三年,93 years,numeric,33945,18,6
2084,九十四年,94 years,numeric,34310,4,3
2085,九十五年,95 years,numeric,34675,9,9
2086,九十六年,96 years,numeric,35040,4,3
2087,九十七年,97 years,numeric,35405,1,1
2088,九十八年,98 years,numeric,35770,1,1
2089,九十九年,99 years,numeric,36135,26,25.5
2090,一百年,100 years,numeric,36500,4593,4593
2091,两分钟,2 minutes,numeric,0.001388889,4685,4685
2092,两小时,2 hours,numeric,0.083333333,5760,5760
2093,两天,2 days,numeric,2,75383,75383
2094,两个月,2 months,numeric,60,23000,23000
2095,两个季度,2 quarters,numeric,180,182,182
2096,两年,2 years,numeric,730,92790,92790
2097,两秒,2 seconds,numeric,2.31E-05,1365,1365
2098,两周,2 weeks,numeric,14,9785,9491.45
2099,两星期,2 weeks,numeric,14,1153,1153
2100,两个星期,2 weeks,numeric,14,4355,4355
2101,两个小时,2 hours,numeric,0.083333333,9495,9495
